"employee_id","schoolName","fieldOfStudy","degreeName"
"t_4359","Technische Universität Berlin","Neuronal Information Processing Group","lab rotation at institute for software technic and theoretical informatics"
"t_4360","Ludwig-Maximilians-Universität München","Statistics","Master"
"t_4360","Ludwig-Maximilians-Universität München","Statistics","Bachelor"
"t_4360","Universität Augsburg","Informationsorientierte Betriebswirtschaftslehre ","Bachelor of Science"
"t_4361","Ludwig-Maximilians-Universität München","Control systems and Computer science","Doctor of Philosophy - PhD"
"t_4361","University of Tehran","Control Systems","Doctor of Philosophy - PhD"
"t_4361","K. N. Toosi University of Technology","Control Engineering","Master's Degree"
"t_4362","Ludwig-Maximilians Universität München","Financial Mathematics","Master of Science (M.Sc.)"
"t_4362","University of Zagreb","Mathematical Statistics","Master of Science (M.Sc.)"
"t_4362","University of Zagreb","Mathematics","Bachelor of Science (B.Sc.)"
"t_4363","University of Cambridge","Scientific Computing","Master of Philosophy - MPhil"
"t_4363","Ludwig-Maximilians Universität München","Physics","Master of Science"
"t_4363","Ludwig-Maximilians Universität München","Physics","Bachelor of Science"
"t_4364","Ludwig-Maximilians Universität München / LMU Munich","Economics","PhD"
"t_4364","Freie Universität Berlin","Economics","Diplom (equiv. Master)"
"t_4364","Universidad del Salvador, Buenos Aires","Economics","Exchange year"
"t_4365","Ludwig-Maximilians Universität München","Computer Science and Computer Linguistics","Bachelor's degree"
"t_4366","The University of Edinburgh","Data Science (School of Informatics)","Master of Science - MS"
"t_4366","Ludwig-Maximilians-Universität München","Quantitative Economics","Master of Science - MS"
"t_4366","University of California San Diego","Economics","Exchange Program - Economics"
"t_4367","Ludwig-Maximilians-Universität München","Statistics and Data Science","Master of Science - MS"
"t_4367","Ludwig-Maximilians-Universität München","Computational Linguistics","Master of Science - MS"
"t_4367","Nanyang Technological University","Computer Science",NA
"t_4368","University of California, Los Angeles","Computational Neuroscience","Postgraduate Researcher"
"t_4368","Humboldt-Universität zu Berlin","Physics","Ph.D."
"t_4368","Ludwig-Maximilians Universität München","Physics","M.S."
"t_4369","Ludwig-Maximilians Universität München","Physics","Master of Science (M.S.)"
"t_4369","Ludwig-Maximilians Universität München","Physik","Bachelor of Science (B.S.)"
"t_4369","Ecole normale supérieure","Theoretische und mathematische Physik","Austausch"
"t_4370","Georgia Institute of Technology","Computer Science","Research Scholar"
"t_4370","Ludwig-Maximilians Universität München","Computer Science","Master's degree"
"t_4371","Ludwig-Maximilians Universität München","Statistics",NA
"t_4371","Ludwig-Maximilians Universität München","Economics",NA
"t_4371","Coursera","Machine Learning",NA
"t_4372","Ludwig-Maximilians-Universität München","Computer Science","Master of Science - MS"
"t_4372","Ludwig-Maximilians Universität München","Computer Science + Computational Linguistics","Bachelor of Science (B.Sc.)"
"t_4372","Technische Universität München","Electrical and Computer Engineering","Master Thesis"
"t_4373","Facultad de Informática (Universidad Complutense de Madrid)","Ingeniería informática","Diplomatura"
"t_4373","Ludwig-Maximilians Universität München","Ciencias de la computación","Informatik Wissenschaft Diplom"
"t_4374","Ludwig-Maximilians Universität München","Computer Science","Master’s Degree"
"t_4374","Fudan University","Exchange studies, Computer Science",NA
"t_4374","Ludwig-Maximilians Universität München","Computer Science","Bachelor of Science (BS)"
"t_4375","Ludwig-Maximilians-Universität München","Computer Science","Bachelor"
"t_4375","Leibniz Universität Hannover","Technical Intensiv ","Studienkolleg"
"t_4375","HUS-High School for Gifted Students","Physics",NA
"t_4376","Salisbury University","Mathematics and Statistics","Bachelor of Science - BS"
"t_4376","Ludwig-Maximilians Universität München","Statistics","Master of Science - MS"
"t_4377","Ludwig-Maximilians Universität München","Computer-Softwaretechnik","Bachelor of Science (BS)"
"t_4377","Santa Barbara City College","Computer-Softwaretechnik","Bachelor of Science (BS)"
"t_4378","Ludwig-Maximilians Universität München","computational linguistics & computer science ","Master of Science - MS"
"t_4378","University of Erlangen-Nuremberg","Computational linguistics","Bachelor's degree"
"t_4379","Hasso Plattner Institute","IT-Systems Engineering","Master's degree"
"t_4379","Stanford University","Industrial and Product Design","ME310 class with Audi AG"
"t_4379","Massachusetts Institute of Technology","Computer Science",NA
"t_4380","Massey University","Data Science, Applied Machine Learning, Business Data, Product Development ","Exchange Semester"
"t_4380","Hochschule München","Applied Business Innovation","Master of Science - MS"
"t_4380","Duale Hochschule Baden-Württemberg","Wirtschaftsingenieurwesen ","Bachelor of Engineering - BE"
"t_4381","Heidelberg University","Physics","Doctor of Philosophy - PhD"
"t_4381","Università degli Studi di Milano","Physics","Master's degree"
"t_4381","Ludwig-Maximilians Universität München","Physics ","Erasmus exchange program"
"t_4382","Fachhochschule Ingolstadt","BWL Marketing & Logistics","Bachelor's degree"
"t_4382","Ludwig-Maximilians Universität München","Economics",NA
"t_4383","Graduate School of Systemic Neurosciences - LMU Munich","Systemic Neurosciences","Doctor of Philosophy - PhD"
"t_4383","Ludwig-Maximilians Universität München / University of Munich","Quantum Optics","Diplom-Physiker (Univ.)"
"t_4383","Universidad Complutense de Madrid","Theoretical Physics","Licenciado en Física"
"t_4384","Ludwig-Maximilians Universität München","Informatik","Master of Science - MS"
"t_4384","INSA Lyon - Institut National des Sciences Appliquées de Lyon","Informatik",NA
"t_4384","Ludwig-Maximilians Universität München","Medieninformatik","Bachelor of Science - BS"
"t_4385","Deakin University","Materials Science","Doctor of Philosophy - PhD"
"t_4385","The Data Incubator","Data Science","Fellow"
"t_4385","Dataquest.io","Data Sciences","Data Analyst"
"t_4386","University of Cambridge","Management","CJBS"
"t_4386","Technical University Munich","Mathematics and Computer Science","Master of Science - MS"
"t_4386","Ludwig-Maximilians Universität München","Bioinformatics","Master of Science - MS"
"t_4387","Ludwig-Maximilians Universität München","Computational Linguistics / Computer Science","Bachelor of Science - BS"
"t_4387","Asam-Gymnasium München",NA,NA
"t_4388","Ludwig-Maximilians Universität München","Bioinformatics","Dr. rer. nat."
"t_4388","SANS Technology Institute","ICS410: ICS/SCADA Security Essentials","Global Industrial Cyber Security Professional (GICSP)"
"t_4388","Technische Universität München","Bioinformatics","Dr. rer. nat."
"t_4389","Ludwig-Maximilians-Universität München","Mathematik","Master"
"t_4389","Ludwig-Maximilians-Universität München","Mathematik","Master of Science (M.Sc.)"
"t_4390","Ludwig-Maximilians Universität München","Data Science","Master's degree"
"t_4390","Innopolis University","Computer Science","Bachelor's Honors degree"
"t_4390","Kazan National Research Technical University named after A.N.Tupolev – KAI","Interpreter","Qualification"
"t_4391","Universiteit Maastricht","Artificial Intelligence","Master of Science - MS"
"t_4391","Ludwig-Maximilians Universität München","Business Administration","Bachelor of Science - BS"
"t_4391","Monash University","B.Sc. Business Administration","Exchange year"
"t_4392","Universidad Tecnológica de Chile",NA,NA
"t_4392","Ludwig-Maximilians-Universität München",NA,NA
"t_4392","Universidad Técnica Federico Santa María",NA,NA
"t_4393","Ludwig-Maximilians Universität München","Computer Science","Doctor of Science"
"t_4393","Ludwig-Maximilians Universität München","Human-Computer Interaction","Master of Science (M.Sc.)"
"t_4393","University of Electronic Science and Technology","Big Data & Speech Recognition","Master of Engineering (M.Eng.)"
"t_4394","Technical University of Munich","Bioinformatics","Master of Science - MS"
"t_4394","Ludwig-Maximilians-Universität München","Bioinformatics","Master of Science - MS"
"t_4394","Sorbonne Université","Biomathematics, Bioinformatics, and Computational Biology","Master's degree"
"t_4395","Ludwig-Maximilians-Universität München","Computer Science","Bachelor of Arts - BA"
"t_4396","FernUniversität in Hagen","📐 Financial Mathematics",NA
"t_4396","Ludwig-Maximilians Universität München","Computer Science","Bachelor of Science - BS"
"t_4396","Games Academy","Game and Interactive Media Design","Certificate"
"t_4397","Ludwig-Maximilians-Universität München","Health/Medical Physics","Doctor of Philosophy - PhD"
"t_4397","Lunds tekniska högskola / The Faculty of Engineering at Lund University","Electrical and Electronics Engineering","Master of Science (M.Sc)"
"t_4397","Lund University, Helsingborg","Technical Preparatory Year","MSc.Eng"
"t_4398","Copenhagen Business School","Business Administration and Information Systems - Digitalization","Master of Science - MS"
"t_4398","Ludwig-Maximilians Universität München","Computer Science","Additional Courses "
"t_4398","Ludwig-Maximilians Universität München","Economics","Bachelor of Science"
"t_4399","Ludwig-Maximilians Universität München","Machine Learning","Doctor of Philosophy (Ph.D.)"
"t_4399","Escuela de Organización Industrial","Business Administration and Management, General","Master of Business Administration (M.B.A.)"
"t_4399","Universidad de Deusto","Telecommunications Engineering","Engineer’s Degree"
"t_4400","Ludwig-Maximilians-Universität München","Informatik","Master of Science - MS"
"t_4400","Ludwig-Maximilians Universität München","Informatik plus Statistik",NA
"t_4401","Ludwig-Maximilians-Universität München","Informatik","Master of Science"
"t_4401","Ludwig-Maximilians-Universität München","Informatik","Bachelor of Science"
"t_4401","Ludwig-Maximilians-Universität München","Mathematik",NA
"t_4402","Ludwig-Maximilians Universität München","Informatik","Dr. rer. nat."
"t_4402","Ludwig-Maximilians Universität München / LMU Munich","Informatik","Diplom"
"t_4402","Staatliches Gymnasium München Moosach","Leistungskurse Mathematik, Englisch","Allgemeine Hochschulreife (Abitur)"
"t_4403","Ludwig-Maximilians Universität München","Informatics","Master's degree"
"t_4403","Ludwig-Maximilians Universität München","Informatics","Bachelor of Science - BS"
"t_4403","Temple University","Chemistry with ACS Accredidation","Bachelor of Science (B.S.)"
"t_4404","Max Planck Society","Ecology and Evolutionary Biology","Doctor of Philosophy (Ph.D.)"
"t_4404","Ludwig-Maximilians Universität München","Mathematics","Diploma"
"t_4404","Chiemgau-Gymnasium Traunstein",NA,"High School"
"t_4405","Ludwig-Maximilians Universität München","Statistik mit wirtschafts- und sozialwissenschaftlicher Ausrichtung","Master of Science (M.Sc.)"
"t_4405","Ludwig-Maximilians Universität München","Soziologie und Politikwissenschaften","Bachelor of Arts (B.A.)"
"t_4406","Ludwig-Maximilians-Universität München","Mathematical Philosophy of Science and Informatics ","Doctor of Philosophy - PhD"
"t_4406","Ludwig-Maximilians Universität München","Philosophy, History of Natural Science and Technic, Ev. Theology","Magister Artium"
"t_4406","Institute Reformed","Evangelical Theology","Master of Divinity (M.Div.)"
"t_4407","Ludwig-Maximilians Universität München","Data Science","Master of Science - MS"
"t_4407","Birla Institute of Technology and Science","Computer Science","Bachelor of Engineering (B.E.) with Honours"
"t_4408","Københavns Universitet","Economics","Master of Science (M.Sc.)"
"t_4408","Barcelona Graduate School of Economics","Exchange Student attending Program in Macroeconometrics",NA
"t_4408","Ludwig-Maximilians Universität München","Economics","Bachelor of Science (B.Sc.)"
"t_4409","Ludwig-Maximilians Universität München","Computer Science, Computational Linguistics, Deep Learning, Natural Language Processing","Doctor of Philosophy (Ph.D.) advised by Prof. Hinrich Schuetze"
"t_4409","Technische Universität München","Informatics","Master of Science (MS)"
