"employee_id","summary"
"t_8600","Manager at BearingPoint Norway and commercial head of Data Advisory. Focus on data and analytics strategy, helping clients translate their goals and targets into concrete use cases. Defining high level architectures, competency needs, data and analytics organizational design and implementation roadmaps. 

Previous experience in intelligent automation, combining machine learning, classic integration, robotic process automation. Project management and solution architecture and design. Extensive experience implementing RPA solutions and training people using RPA-tools. 

M.Sc. in physics and applied mathematics from NTNU and selected courses in business and
economics from RWTH Aachen. International experience. Strong language skills.

Strong analytical skills. Social, thoughtful and caring. Good at listening and understanding others' perspective."
"t_8601",NA
"t_8602",NA
"t_8603","I believe, a realistic productionable machine learning (ML) application requires a holistic approach, considering all aspects, including ML requirements, and existing infrastructure. An ML model, trained with selective data and in the closed environment of a Data Scientist's laptop, often overlooks many environments and deployment constraints. In nutshell, the growth of AI in any environment depends greatly on the deployment capabilities such as accommodating and optimising new model architectures quickly, and so on. 

In my master's thesis, I identified several existing drawbacks and construct solutions to mitigate the disadvantage in an actual production environment. I successfully implemented a continuous training machine learning pipeline with the ability to monitor the pipeline and modify the pipeline in the production environment. I worked on other significant aspects of the ML pipeline such as pipeline scheduling, data validation, re-training, model validation and deployment.

My dream is to make machine learning more approachable. In my current workplace, I developed “DagGenerator” which creates a TensorFlow Extended pipeline from JSONs. To achieve this, I created several model templates consisting of various Neural Net architectures which are compliant with JSON. These pipelines are also tested after their creation, making them deployment ready.  

I consider myself a tech enthusiast, quick learner, self-motivated and risk-taker. My strength lies in my creativity and dedication. I believe that the bigger the challenge is more fun to solve it."
"t_8604","Data Engineer and Consultant at GTT Technologies, Germany 
M.Sc Metallurgical Engineering at RWTH Aachen, Germany
Previously:
Master student researcher at Max-Planck Institute for Iron Research, Germany
B.Sc Metallurgical and Materials Engineering at ITU, Turkey

#Computational #Thermodynamics
#Sustainable #Metallurgy"
"t_8605","Aspiring Data Scientist with a demonstrated history of working with profiling and predictive algorithms. Always keen on learning novel approaches to provide robust, efficient solutions. Skilled in analytics, machine learning, pattern recognition, and public speaking. Passionate about mental health, and trying to build something that help people in their day-to-day lives."
"t_8606","Currently working on machine learning platform at Booking.com. Previously worked on speech recognition systems at AWS Transcribe. Obtained my Masters at the RWTH Aachen crunching numbers for computer vision."
"t_8607",NA
"t_8608",NA
"t_8609","A physicist by training with strong passion for scientific computing, machine learning and data science."
"t_8610",NA
"t_8611",NA
"t_8612","Data scientist , passionate for learning new technologies"
"t_8613",NA
"t_8614","Passionate about Computer Science, Economics and Psychology!

""Risk is the price you pay for opportunity."""
"t_8615",NA
